,movie_id,name/year,genre,year,name,genre_list,genre_length,avg_rating,rating_count
21654,1860242,The Highwaymen (2019),Biography|Crime|Drama|Mystery|Thriller,2019,The Highwaymen,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.119047619047619,168
21658,1860353,Turbo (2013),Animation|Adventure|Comedy|Family|Sci-Fi|Sport,2013,Turbo,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi', 'Sport']",6,6.699588477366255,243
21660,1860357,Deepwater Horizon (2016),Action|Drama|History|Thriller,2016,Deepwater Horizon,"['Action', 'Drama', 'History', 'Thriller']",4,7.466424682395644,551
21671,1862079,Safety Not Guaranteed (2012),Comedy|Drama|Romance,2012,Safety Not Guaranteed,"['Comedy', 'Drama', 'Romance']",3,7.1959798994974875,199
21691,1865505,Song of the Sea (2014),Animation|Adventure|Drama|Family|Fantasy,2014,Song of the Sea,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",5,8.306930693069306,101
21698,1866249,The Sessions (2012),Biography|Comedy|Drama|Romance,2012,The Sessions,"['Biography', 'Comedy', 'Drama', 'Romance']",4,7.408759124087592,137
21709,1869347,Crooked House (2017),Crime|Drama|Mystery,2017,Crooked House,"['Crime', 'Drama', 'Mystery']",3,6.379310344827586,58
21716,1869716,The East (2013),Adventure|Drama|Thriller,2013,The East,"['Adventure', 'Drama', 'Thriller']",3,7.040178571428571,224
21728,1872181,The Amazing Spider-Man 2 (2014),Action|Adventure|Sci-Fi,2014,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi']",3,7.266511266511267,1287
21729,1872194,The Judge (2014),Crime|Drama,2014,The Judge,"['Crime', 'Drama']",2,7.886363636363637,880
21730,1872818,Liberal Arts (2012),Comedy|Drama|Romance,2012,Liberal Arts,"['Comedy', 'Drama', 'Romance']",3,7.388888888888889,72
21745,1877832,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi|Thriller,2014,X-Men: Days of Future Past,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,8.325212464589235,1765
21748,1878870,The Edge of Seventeen (2016),Comedy|Drama,2016,The Edge of Seventeen,"['Comedy', 'Drama']",2,7.598214285714286,336
21761,1881002,Maggie (2015),Drama|Horror,2015,Maggie,"['Drama', 'Horror']",2,5.585585585585585,111
21816,1893256,Hummingbird (2013),Action|Crime|Drama|Thriller,2013,Hummingbird,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.412698412698413,252
21822,1894476,How I Live Now (2013),Romance|Sci-Fi|Thriller|War,2013,How I Live Now,"['Romance', 'Sci-Fi', 'Thriller', 'War']",4,6.420560747663552,107
21826,1895315,Brimstone (2016),Drama|Mystery|Thriller|Western,2016,Brimstone,"['Drama', 'Mystery', 'Thriller', 'Western']",4,7.396551724137931,116
21831,1895587,Spotlight (2015),Crime|Drama,2015,Spotlight,"['Crime', 'Drama']",2,8.169826224328594,1266
21838,1899353,Serbuan maut (2011),Action|Thriller,2011,Serbuan maut,"['Action', 'Thriller']",2,7.6893939393939394,264
21852,1904996,Parker (2013),Action|Crime|Thriller,2013,Parker,"['Action', 'Crime', 'Thriller']",3,6.322314049586777,363
21855,1905040,The Dyatlov Pass Incident (2013),Horror|Mystery|Sci-Fi|Thriller,2013,The Dyatlov Pass Incident,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",4,5.5058823529411764,85
21856,1905041,Fast & Furious 6 (2013),Action|Adventure|Thriller,2013,Fast & Furious 6,"['Action', 'Adventure', 'Thriller']",3,7.5420849420849425,1295
21866,1907668,Flight (2012),Drama|Thriller,2012,Flight,"['Drama', 'Thriller']",2,7.446666666666666,750
21877,1911644,The Call (2013),Crime|Drama|Horror|Thriller,2013,The Call,"['Crime', 'Drama', 'Horror', 'Thriller']",4,7.1875,672
21878,1911658,Penguins of Madagascar (2014),Animation|Adventure|Comedy|Family|Sci-Fi,2014,Penguins of Madagascar,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",5,6.704697986577181,149
21879,1911662,Vehicle 19 (2013),Action|Crime|Thriller,2013,Vehicle 19,"['Action', 'Crime', 'Thriller']",3,5.078125,64
21880,1912398,God Bless America (2011),Adventure|Comedy|Crime|Drama|Thriller,2011,God Bless America,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",5,7.637931034482759,58
21887,1915581,Magic Mike (2012),Comedy|Drama,2012,Magic Mike,"['Comedy', 'Drama']",2,6.106870229007634,131
21904,1920849,Bachelorette (2012),Comedy|Romance,2012,Bachelorette,"['Comedy', 'Romance']",2,5.295454545454546,88
21909,1921064,Pompeii (2014),Action|Adventure|Drama|History|Romance,2014,Pompeii,"['Action', 'Adventure', 'Drama', 'History', 'Romance']",5,5.76980198019802,404
21912,1921149,Trash (2014),Adventure|Crime|Drama|Mystery|Thriller,2014,Trash,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.294871794871795,78
21920,1922685,Phantom (2013),Drama|History|Thriller|War,2013,Phantom,"['Drama', 'History', 'Thriller', 'War']",4,6.0,53
21927,1922777,Sinister (2012),Horror|Mystery|Thriller,2012,Sinister,"['Horror', 'Mystery', 'Thriller']",3,6.818435754189944,358
21933,1924394,The Angels' Share (2012),Comedy|Crime|Drama,2012,The Angels' Share,"['Comedy', 'Crime', 'Drama']",3,7.132075471698113,53
21934,1924396,La migliore offerta (2013),Crime|Drama|Mystery|Romance,2013,La migliore offerta,"['Crime', 'Drama', 'Mystery', 'Romance']",4,8.14336917562724,558
21935,1924429,Trance (2013),Crime|Drama|Mystery|Thriller,2013,Trance,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,7.351963746223565,662
21936,1924435,Let's Be Cops (2014),Comedy|Crime,2014,Let's Be Cops,"['Comedy', 'Crime']",2,6.7229437229437226,462
21959,1929263,Heaven Is for Real (2014),Biography|Drama|Family,2014,Heaven Is for Real,"['Biography', 'Drama', 'Family']",3,6.595238095238095,84
21972,1931435,The Big Wedding (2013),Comedy|Drama|Romance,2013,The Big Wedding,"['Comedy', 'Drama', 'Romance']",3,5.735135135135135,185
21975,1931533,Seven Psychopaths (2012),Comedy|Crime,2012,Seven Psychopaths,"['Comedy', 'Crime']",2,7.205645161290323,496
21980,1932718,Thanks for Sharing (2012),Comedy|Drama|Romance,2012,Thanks for Sharing,"['Comedy', 'Drama', 'Romance']",3,6.584158415841584,101
21981,1932767,What Maisie Knew (2012),Drama,2012,What Maisie Knew,['Drama'],1,7.588652482269503,141
21995,1935156,Jodorowsky's Dune (2013),Documentary,2013,Jodorowsky's Dune,['Documentary'],1,8.267857142857142,56
21996,1935179,Mud (2012),Drama,2012,Mud,['Drama'],1,7.602960969044415,743
22003,1935859,Miss Peregrine's Home for Peculiar Children (2016),Adventure|Drama|Fantasy|Thriller,2016,Miss Peregrine's Home for Peculiar Children,"['Adventure', 'Drama', 'Fantasy', 'Thriller']",4,7.012383900928793,323
22014,1937149,El cuerpo (2012),Mystery|Thriller,2012,El cuerpo,"['Mystery', 'Thriller']",2,8.251612903225807,310
22015,1937264,Now Is Good (2012),Drama|Romance,2012,Now Is Good,"['Drama', 'Romance']",2,7.416666666666667,96
22019,1937390,Nymphomaniac: Vol. I (2013),Drama,2013,Nymphomaniac: Vol. I,['Drama'],1,7.208661417322834,254
22023,1939659,Carrie (2013),Drama|Horror,2013,Carrie,"['Drama', 'Horror']",2,6.221014492753623,552
22037,1942884,Indie Game: The Movie (2012),Documentary|Drama,2012,Indie Game: The Movie,"['Documentary', 'Drama']",2,8.090909090909092,55
22072,1950186,Ford v Ferrari (2019),Action|Biography|Drama|Sport,2019,Ford v Ferrari,"['Action', 'Biography', 'Drama', 'Sport']",4,8.62005054759899,1187
22078,1951181,The Immigrant (2013),Drama|Romance,2013,The Immigrant,"['Drama', 'Romance']",2,6.838983050847458,118
22079,1951216,The Look of Love (2013),Biography|Comedy|Drama,2013,The Look of Love,"['Biography', 'Comedy', 'Drama']",3,6.078431372549019,51
22081,1951261,The Hangover Part III (2013),Adventure|Comedy|Crime,2013,The Hangover Part III,"['Adventure', 'Comedy', 'Crime']",3,6.085067873303167,1105
22082,1951264,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|Thriller,2013,The Hunger Games: Catching Fire,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,7.926006528835691,1838
22083,1951265,The Hunger Games: Mockingjay - Part 1 (2014),Action|Adventure|Sci-Fi|Thriller,2014,The Hunger Games: Mockingjay - Part 1,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,6.6871165644171775,489
22084,1951266,The Hunger Games: Mockingjay - Part 2 (2015),Action|Adventure|Sci-Fi|Thriller,2015,The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,6.7040133779264215,598
22101,1956620,Sex Tape (2014),Comedy|Romance,2014,Sex Tape,"['Comedy', 'Romance']",2,5.215909090909091,264
22110,1959332,American Mary (2012),Drama|Horror,2012,American Mary,"['Drama', 'Horror']",2,6.823529411764706,68
22114,1959490,Noah (2014),Action|Adventure|Drama,2014,Noah,"['Action', 'Adventure', 'Drama']",3,5.820199778024417,901
22115,1959563,The Hitman's Bodyguard (2017),Action|Comedy|Thriller,2017,The Hitman's Bodyguard,"['Action', 'Comedy', 'Thriller']",3,7.219917012448133,723
22116,1961175,American Assassin (2017),Action|Thriller,2017,American Assassin,"['Action', 'Thriller']",2,7.046632124352332,193
22121,1964418,Disney Project T (2015),Action|Adventure|Family|Fantasy|Mystery|Sci-Fi,2015,Disney Project T,"['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery', 'Sci-Fi']",6,6.740654205607477,428
22123,1964624,Dans la maison (2012),Comedy|Drama|Mystery|Thriller,2012,Dans la maison,"['Comedy', 'Drama', 'Mystery', 'Thriller']",4,7.783783783783784,111
22142,1966604,The Imposter (2012),Documentary|Biography|Crime,2012,The Imposter,"['Documentary', 'Biography', 'Crime']",3,7.75796178343949,157
22144,1967545,Labor Day (2013),Drama|Romance,2013,Labor Day,"['Drama', 'Romance']",2,7.266331658291457,199
22152,1971325,Autómata (2014),Action|Sci-Fi|Thriller,2014,Autómata,"['Action', 'Sci-Fi', 'Thriller']",3,6.0625,112
22153,1971352,Compliance (2012),Biography|Crime|Drama|Horror|Thriller,2012,Compliance,"['Biography', 'Crime', 'Drama', 'Horror', 'Thriller']",5,6.145833333333333,96
22157,1972571,A Most Wanted Man (2014),Crime|Drama|Thriller,2014,A Most Wanted Man,"['Crime', 'Drama', 'Thriller']",3,5.216931216931217,378
22158,1972591,King Arthur: Legend of the Sword (2017),Action|Adventure|Drama|Fantasy,2017,King Arthur: Legend of the Sword,"['Action', 'Adventure', 'Drama', 'Fantasy']",4,7.143129770992366,524
22162,1972779,The Best of Me (2014),Drama|Romance,2014,The Best of Me,"['Drama', 'Romance']",2,6.96,150
22169,1974419,The Neon Demon (2016),Horror|Thriller,2016,The Neon Demon,"['Horror', 'Thriller']",2,6.225961538461538,208
22172,1975159,7500 (2014),Horror|Mystery|Sci-Fi|Thriller,2014,7500,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",4,4.596774193548387,62
22175,1976000,The Two Faces of January (2014),Romance|Thriller,2014,The Two Faces of January,"['Romance', 'Thriller']",2,6.285714285714286,98
22177,1976009,Victor Frankenstein (2015),Drama|Horror|Sci-Fi|Thriller,2015,Victor Frankenstein,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",4,6.12037037037037,108
22198,1979320,Rush (2013),Action|Biography|Drama|Sport,2013,Rush,"['Action', 'Biography', 'Drama', 'Sport']",4,8.442922374429223,1752
22199,1979376,Toy Story 4 (2019),Animation|Adventure|Comedy|Family|Fantasy,2019,Toy Story 4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,8.449081803005008,599
22200,1979376,Toy Story 4 (2019),Animation|Adventure|Comedy|Family|Fantasy,2019,Toy Story 4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,8.449081803005008,599
22202,1979388,The Good Dinosaur (2015),Animation|Adventure|Comedy|Drama|Family|Fantasy,2015,The Good Dinosaur,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",6,7.162361623616236,271
22204,1980209,Pain &amp; Gain (2013),Action|Comedy|Crime|Drama|Thriller,2013,Pain &amp; Gain,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",5,6.5076741440377806,847
22207,1980929,Begin Again (2013),Comedy|Drama|Music|Romance,2013,Begin Again,"['Comedy', 'Drama', 'Music', 'Romance']",4,7.83551673944687,687
22214,1981115,Thor: The Dark World (2013),Action|Adventure|Fantasy,2013,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",3,7.38929889298893,1626
22215,1981128,Geostorm (2017),Action|Sci-Fi|Thriller,2017,Geostorm,"['Action', 'Sci-Fi', 'Thriller']",3,5.890756302521009,238
22218,1981677,Pitch Perfect (2012),Comedy|Music|Romance,2012,Pitch Perfect,"['Comedy', 'Music', 'Romance']",3,7.517426273458445,373
22235,1985949,Angry Birds (2016),Animation|Action|Comedy|Family,2016,Angry Birds,"['Animation', 'Action', 'Comedy', 'Family']",4,6.424870466321243,193
22236,1985966,Cloudy with a Chance of Meatballs 2 (2013),Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi,2013,Cloudy with a Chance of Meatballs 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",6,6.617924528301887,212
22249,1987680,The Upside (2017),Comedy|Drama,2017,The Upside,"['Comedy', 'Drama']",2,7.213836477987422,159
22263,1990314,Robot &amp; Frank (2012),Comedy|Crime|Drama|Sci-Fi,2012,Robot &amp; Frank,"['Comedy', 'Crime', 'Drama', 'Sci-Fi']",4,7.283505154639175,194
22269,1991245,Chernobyl Diaries (2012),Horror|Mystery|Thriller,2012,Chernobyl Diaries,"['Horror', 'Mystery', 'Thriller']",3,5.151260504201681,119
22281,1995390,Our Kind of Traitor (2016),Crime|Drama|Thriller,2016,Our Kind of Traitor,"['Crime', 'Drama', 'Thriller']",3,6.295774647887324,71
22288,1996310,Lore (2012),Drama|History|Romance|Thriller|War,2012,Lore,"['Drama', 'History', 'Romance', 'Thriller', 'War']",5,7.090909090909091,55
22303,1999987,Breathe In (2013),Drama|Romance,2013,Breathe In,"['Drama', 'Romance']",2,6.470588235294118,51
22304,1999995,Would You Rather (2012),Horror,2012,Would You Rather,['Horror'],1,5.991071428571429,112
22307,2002718,Machete Kills (2013),Action|Crime|Sci-Fi|Thriller,2013,Machete Kills,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",4,5.975,240
22316,2004420,Neighbors (2014),Comedy,2014,Neighbors,['Comedy'],1,6.530026109660574,766
22317,2004432,Wolf Creek 2 (2013),Action|Horror,2013,Wolf Creek 2,"['Action', 'Horror']",2,6.327272727272727,55
22318,2005151,War Dogs (2016),Comedy|Crime|Drama|War,2016,War Dogs,"['Comedy', 'Crime', 'Drama', 'War']",4,7.271523178807947,604
22325,2005374,The Frozen Ground (2013),Crime|Drama|Mystery|Thriller,2013,The Frozen Ground,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.5852713178294575,258
22327,2006295,The 33 (2015),Biography|Drama|History,2015,The 33,"['Biography', 'Drama', 'History']",3,7.2451923076923075,208
22355,2011159,No Good Deed (2014),Action|Crime|Drama|Horror|Thriller,2014,No Good Deed,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller']",5,6.08411214953271,107
22368,2013293,Kaze tachinu (2013),Animation|Biography|Drama|History|Romance|War,2013,Kaze tachinu,"['Animation', 'Biography', 'Drama', 'History', 'Romance', 'War']",6,7.877551020408164,196
22379,2015381,Guardians of the Galaxy (2014),Action|Adventure|Comedy|Sci-Fi,2014,Guardians of the Galaxy,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",4,8.191731575793888,1669
22385,2016940,Man of Tai Chi (2013),Action|Drama,2013,Man of Tai Chi,"['Action', 'Drama']",2,5.972477064220183,109
22389,2017020,The Smurfs 2 (2013),Animation|Adventure|Comedy|Family|Fantasy,2013,The Smurfs 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,5.8478260869565215,138
22390,2017038,All Is Lost (2013),Action|Adventure|Drama,2013,All Is Lost,"['Action', 'Adventure', 'Drama']",3,6.862944162436548,394
22403,2023587,Mama (2013),Horror|Thriller,2013,Mama,"['Horror', 'Thriller']",2,6.203454894433781,521
22404,2023690,Sightseers (2012),Adventure|Comedy|Crime|Horror|Romance,2012,Sightseers,"['Adventure', 'Comedy', 'Crime', 'Horror', 'Romance']",5,7.0,115
22408,2024432,Identity Thief (2013),Adventure|Comedy|Crime|Drama,2013,Identity Thief,"['Adventure', 'Comedy', 'Crime', 'Drama']",4,5.947261663286004,493
22409,2024469,Non-Stop (2014),Action|Mystery|Thriller,2014,Non-Stop,"['Action', 'Mystery', 'Thriller']",3,7.327417923691216,1127
22411,2024519,The Broken Circle Breakdown (2012),Drama|Music|Romance,2012,The Broken Circle Breakdown,"['Drama', 'Music', 'Romance']",3,8.044585987261147,157
22413,2024544,12 Years a Slave (2013),Biography|Drama|History,2013,12 Years a Slave,"['Biography', 'Drama', 'History']",3,8.398930481283422,1870
22418,2025690,The Finest Hours (2016),Action|Drama|History|Thriller,2016,The Finest Hours,"['Action', 'Drama', 'History', 'Thriller']",4,7.051282051282051,273
22429,2032557,The Reluctant Fundamentalist (2012),Drama|Thriller,2012,The Reluctant Fundamentalist,"['Drama', 'Thriller']",2,7.3875,80
22433,2034031,Laggies (2014),Comedy|Drama|Romance,2014,Laggies,"['Comedy', 'Drama', 'Romance']",3,6.518518518518518,81
22436,2034139,The Last Exorcism Part II (2013),Drama|Horror|Thriller,2013,The Last Exorcism Part II,"['Drama', 'Horror', 'Thriller']",3,4.129411764705883,85
22440,2034800,The Great Wall (2016),Action|Adventure|Fantasy|Thriller,2016,The Great Wall,"['Action', 'Adventure', 'Fantasy', 'Thriller']",4,6.117241379310345,290
22447,2039338,Flatliners (2017),Drama|Horror|Mystery|Sci-Fi|Thriller,2017,Flatliners,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5,5.4222222222222225,90
22448,2039345,Grand Piano (2013),Music|Mystery|Thriller,2013,Grand Piano,"['Music', 'Mystery', 'Thriller']",3,5.779661016949152,59
22451,2039393,The Gambler (2014),Crime|Drama|Thriller,2014,The Gambler,"['Crime', 'Drama', 'Thriller']",3,6.168582375478927,261
22464,2042568,Inside Llewyn Davis (2013),Drama|Music,2013,Inside Llewyn Davis,"['Drama', 'Music']",2,7.59717868338558,638
22503,2051879,Europa Report (2013),Drama|Mystery|Sci-Fi|Thriller,2013,Europa Report,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,6.45679012345679,162
22511,2053425,De rouille et d'os (2012),Drama|Romance,2012,De rouille et d'os,"['Drama', 'Romance']",2,7.635869565217392,184
22512,2053463,Side Effects (2013),Crime|Drama|Mystery|Thriller,2013,Side Effects,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,7.209601873536299,854
22525,2056771,A Bigger Splash (2015),Drama|Thriller,2015,A Bigger Splash,"['Drama', 'Thriller']",2,6.387096774193548,62
22526,2057392,Eye in the Sky (2015),Drama|Thriller|War,2015,Eye in the Sky,"['Drama', 'Thriller', 'War']",3,7.503105590062112,322
22534,2058107,The Railway Man (2013),Biography|Drama|Romance|War,2013,The Railway Man,"['Biography', 'Drama', 'Romance', 'War']",4,7.231155778894473,199
22537,2058673,Point Break (2015),Action|Crime|Sport|Thriller,2015,Point Break,"['Action', 'Crime', 'Sport', 'Thriller']",4,5.585714285714285,210
22539,2059171,13 Sins (2014),Horror|Thriller,2014,13 Sins,"['Horror', 'Thriller']",2,6.462264150943396,106
22543,2059255,No (2012),Drama,2012,No,['Drama'],1,7.620689655172414,87
22560,2062700,Song to Song (2017),Drama|Music|Romance,2017,Song to Song,"['Drama', 'Music', 'Romance']",3,6.285714285714286,63
22571,2063781,Smashed (2012),Drama,2012,Smashed,['Drama'],1,6.596153846153846,52
22582,2066051,Rocketman (2019),Biography|Drama|Music|Musical,2019,Rocketman,"['Biography', 'Drama', 'Music', 'Musical']",4,7.577889447236181,199
22598,2070649,Do-ga-ni (2011),Drama,2011,Do-ga-ni,['Drama'],1,8.584615384615384,65
22604,2070862,Temptation: Confessions of a Marriage Counselor (2013),Drama|Thriller,2013,Temptation: Confessions of a Marriage Counselor,"['Drama', 'Thriller']",2,6.537313432835821,67
22613,2071550,Open Grave (2013),Horror|Mystery|Thriller,2013,Open Grave,"['Horror', 'Mystery', 'Thriller']",3,6.0843373493975905,83
22622,2072233,Sleepless (2017),Action|Crime|Thriller,2017,Sleepless,"['Action', 'Crime', 'Thriller']",3,5.803149606299213,127
22652,2076220,Holy Motors (2012),Drama|Fantasy,2012,Holy Motors,"['Drama', 'Fantasy']",2,6.8076923076923075,78
22689,2080374,Steve Jobs (2015),Biography|Drama,2015,Steve Jobs,"['Biography', 'Drama']",2,7.5,720
22703,2082197,Barfi! (2012),Comedy|Drama|Romance,2012,Barfi!,"['Comedy', 'Drama', 'Romance']",3,7.962962962962963,54
22717,2083355,The Best Man Holiday (2013),Comedy|Drama,2013,The Best Man Holiday,"['Comedy', 'Drama']",2,7.681818181818182,66
22719,2083383,Trouble with the Curve (2012),Drama|Sport,2012,Trouble with the Curve,"['Drama', 'Sport']",2,7.0852713178294575,129
22727,2084970,The Imitation Game (2014),Biography|Drama|Thriller|War,2014,The Imitation Game,"['Biography', 'Drama', 'Thriller', 'War']",4,8.331854043392505,2028
